audio,label
KsponSpeech_000271.pcm,KsponSpeech_label_000271.txt
KsponSpeech_000272.pcm,KsponSpeech_label_000272.txt
KsponSpeech_000273.pcm,KsponSpeech_label_000273.txt
KsponSpeech_000274.pcm,KsponSpeech_label_000274.txt
KsponSpeech_000275.pcm,KsponSpeech_label_000275.txt
KsponSpeech_000276.pcm,KsponSpeech_label_000276.txt
KsponSpeech_000277.pcm,KsponSpeech_label_000277.txt
KsponSpeech_000278.pcm,KsponSpeech_label_000278.txt
KsponSpeech_000279.pcm,KsponSpeech_label_000279.txt
KsponSpeech_000280.pcm,KsponSpeech_label_000280.txt
KsponSpeech_000281.pcm,KsponSpeech_label_000281.txt
KsponSpeech_000282.pcm,KsponSpeech_label_000282.txt
KsponSpeech_000283.pcm,KsponSpeech_label_000283.txt
KsponSpeech_000284.pcm,KsponSpeech_label_000284.txt
KsponSpeech_000285.pcm,KsponSpeech_label_000285.txt
KsponSpeech_000286.pcm,KsponSpeech_label_000286.txt
KsponSpeech_000287.pcm,KsponSpeech_label_000287.txt
KsponSpeech_000288.pcm,KsponSpeech_label_000288.txt
KsponSpeech_000289.pcm,KsponSpeech_label_000289.txt
KsponSpeech_000290.pcm,KsponSpeech_label_000290.txt
KsponSpeech_000291.pcm,KsponSpeech_label_000291.txt
KsponSpeech_000292.pcm,KsponSpeech_label_000292.txt
KsponSpeech_000293.pcm,KsponSpeech_label_000293.txt
KsponSpeech_000294.pcm,KsponSpeech_label_000294.txt
KsponSpeech_000295.pcm,KsponSpeech_label_000295.txt
KsponSpeech_000296.pcm,KsponSpeech_label_000296.txt
KsponSpeech_000297.pcm,KsponSpeech_label_000297.txt
KsponSpeech_000298.pcm,KsponSpeech_label_000298.txt
KsponSpeech_000299.pcm,KsponSpeech_label_000299.txt
KsponSpeech_000300.pcm,KsponSpeech_label_000300.txt
KsponSpeech_000301.pcm,KsponSpeech_label_000301.txt
KsponSpeech_000302.pcm,KsponSpeech_label_000302.txt
KsponSpeech_000303.pcm,KsponSpeech_label_000303.txt
KsponSpeech_000304.pcm,KsponSpeech_label_000304.txt
KsponSpeech_000305.pcm,KsponSpeech_label_000305.txt
KsponSpeech_000306.pcm,KsponSpeech_label_000306.txt
KsponSpeech_000307.pcm,KsponSpeech_label_000307.txt
KsponSpeech_000308.pcm,KsponSpeech_label_000308.txt
KsponSpeech_000309.pcm,KsponSpeech_label_000309.txt
KsponSpeech_000310.pcm,KsponSpeech_label_000310.txt
KsponSpeech_000311.pcm,KsponSpeech_label_000311.txt
KsponSpeech_000312.pcm,KsponSpeech_label_000312.txt
KsponSpeech_000313.pcm,KsponSpeech_label_000313.txt
KsponSpeech_000314.pcm,KsponSpeech_label_000314.txt
KsponSpeech_000315.pcm,KsponSpeech_label_000315.txt
KsponSpeech_000316.pcm,KsponSpeech_label_000316.txt
KsponSpeech_000317.pcm,KsponSpeech_label_000317.txt
KsponSpeech_000318.pcm,KsponSpeech_label_000318.txt
KsponSpeech_000319.pcm,KsponSpeech_label_000319.txt
KsponSpeech_000320.pcm,KsponSpeech_label_000320.txt
KsponSpeech_000321.pcm,KsponSpeech_label_000321.txt
KsponSpeech_000322.pcm,KsponSpeech_label_000322.txt
KsponSpeech_000323.pcm,KsponSpeech_label_000323.txt
KsponSpeech_000324.pcm,KsponSpeech_label_000324.txt
KsponSpeech_000325.pcm,KsponSpeech_label_000325.txt
KsponSpeech_000326.pcm,KsponSpeech_label_000326.txt
KsponSpeech_000327.pcm,KsponSpeech_label_000327.txt
KsponSpeech_000328.pcm,KsponSpeech_label_000328.txt
KsponSpeech_000329.pcm,KsponSpeech_label_000329.txt
KsponSpeech_000330.pcm,KsponSpeech_label_000330.txt
KsponSpeech_000331.pcm,KsponSpeech_label_000331.txt
KsponSpeech_000332.pcm,KsponSpeech_label_000332.txt
KsponSpeech_000333.pcm,KsponSpeech_label_000333.txt
KsponSpeech_000334.pcm,KsponSpeech_label_000334.txt
KsponSpeech_000335.pcm,KsponSpeech_label_000335.txt
KsponSpeech_000336.pcm,KsponSpeech_label_000336.txt
KsponSpeech_000337.pcm,KsponSpeech_label_000337.txt
KsponSpeech_000338.pcm,KsponSpeech_label_000338.txt
KsponSpeech_000339.pcm,KsponSpeech_label_000339.txt
KsponSpeech_000340.pcm,KsponSpeech_label_000340.txt
KsponSpeech_000341.pcm,KsponSpeech_label_000341.txt
KsponSpeech_000342.pcm,KsponSpeech_label_000342.txt
KsponSpeech_000343.pcm,KsponSpeech_label_000343.txt
KsponSpeech_000344.pcm,KsponSpeech_label_000344.txt
KsponSpeech_000345.pcm,KsponSpeech_label_000345.txt
KsponSpeech_000346.pcm,KsponSpeech_label_000346.txt
KsponSpeech_000347.pcm,KsponSpeech_label_000347.txt
KsponSpeech_000348.pcm,KsponSpeech_label_000348.txt
KsponSpeech_000349.pcm,KsponSpeech_label_000349.txt
KsponSpeech_000350.pcm,KsponSpeech_label_000350.txt
KsponSpeech_000351.pcm,KsponSpeech_label_000351.txt
KsponSpeech_000352.pcm,KsponSpeech_label_000352.txt
KsponSpeech_000353.pcm,KsponSpeech_label_000353.txt
KsponSpeech_000354.pcm,KsponSpeech_label_000354.txt
KsponSpeech_000355.pcm,KsponSpeech_label_000355.txt
KsponSpeech_000356.pcm,KsponSpeech_label_000356.txt
KsponSpeech_000357.pcm,KsponSpeech_label_000357.txt
KsponSpeech_000358.pcm,KsponSpeech_label_000358.txt
KsponSpeech_000359.pcm,KsponSpeech_label_000359.txt
KsponSpeech_000360.pcm,KsponSpeech_label_000360.txt
KsponSpeech_000361.pcm,KsponSpeech_label_000361.txt
KsponSpeech_000362.pcm,KsponSpeech_label_000362.txt
KsponSpeech_000363.pcm,KsponSpeech_label_000363.txt
KsponSpeech_000364.pcm,KsponSpeech_label_000364.txt
KsponSpeech_000365.pcm,KsponSpeech_label_000365.txt
KsponSpeech_000366.pcm,KsponSpeech_label_000366.txt
KsponSpeech_000367.pcm,KsponSpeech_label_000367.txt
KsponSpeech_000368.pcm,KsponSpeech_label_000368.txt
KsponSpeech_000369.pcm,KsponSpeech_label_000369.txt
KsponSpeech_000370.pcm,KsponSpeech_label_000370.txt
KsponSpeech_000371.pcm,KsponSpeech_label_000371.txt
KsponSpeech_000372.pcm,KsponSpeech_label_000372.txt
KsponSpeech_000373.pcm,KsponSpeech_label_000373.txt
KsponSpeech_000374.pcm,KsponSpeech_label_000374.txt
KsponSpeech_000375.pcm,KsponSpeech_label_000375.txt
KsponSpeech_000376.pcm,KsponSpeech_label_000376.txt
KsponSpeech_000377.pcm,KsponSpeech_label_000377.txt
KsponSpeech_000378.pcm,KsponSpeech_label_000378.txt
KsponSpeech_000379.pcm,KsponSpeech_label_000379.txt
KsponSpeech_000380.pcm,KsponSpeech_label_000380.txt
KsponSpeech_000381.pcm,KsponSpeech_label_000381.txt
KsponSpeech_000382.pcm,KsponSpeech_label_000382.txt
KsponSpeech_000383.pcm,KsponSpeech_label_000383.txt
KsponSpeech_000384.pcm,KsponSpeech_label_000384.txt
KsponSpeech_000385.pcm,KsponSpeech_label_000385.txt
KsponSpeech_000386.pcm,KsponSpeech_label_000386.txt
KsponSpeech_000387.pcm,KsponSpeech_label_000387.txt
KsponSpeech_000388.pcm,KsponSpeech_label_000388.txt
KsponSpeech_000389.pcm,KsponSpeech_label_000389.txt
KsponSpeech_000390.pcm,KsponSpeech_label_000390.txt
KsponSpeech_000391.pcm,KsponSpeech_label_000391.txt
KsponSpeech_000392.pcm,KsponSpeech_label_000392.txt
KsponSpeech_000393.pcm,KsponSpeech_label_000393.txt
KsponSpeech_000394.pcm,KsponSpeech_label_000394.txt
KsponSpeech_000395.pcm,KsponSpeech_label_000395.txt
KsponSpeech_000396.pcm,KsponSpeech_label_000396.txt
KsponSpeech_000397.pcm,KsponSpeech_label_000397.txt
KsponSpeech_000398.pcm,KsponSpeech_label_000398.txt
KsponSpeech_000399.pcm,KsponSpeech_label_000399.txt
KsponSpeech_000400.pcm,KsponSpeech_label_000400.txt
KsponSpeech_000401.pcm,KsponSpeech_label_000401.txt
KsponSpeech_000402.pcm,KsponSpeech_label_000402.txt
KsponSpeech_000403.pcm,KsponSpeech_label_000403.txt
KsponSpeech_000404.pcm,KsponSpeech_label_000404.txt
KsponSpeech_000405.pcm,KsponSpeech_label_000405.txt
KsponSpeech_000406.pcm,KsponSpeech_label_000406.txt
KsponSpeech_000407.pcm,KsponSpeech_label_000407.txt
KsponSpeech_000408.pcm,KsponSpeech_label_000408.txt
KsponSpeech_000409.pcm,KsponSpeech_label_000409.txt
KsponSpeech_000410.pcm,KsponSpeech_label_000410.txt
KsponSpeech_000411.pcm,KsponSpeech_label_000411.txt
KsponSpeech_000412.pcm,KsponSpeech_label_000412.txt
KsponSpeech_000413.pcm,KsponSpeech_label_000413.txt
KsponSpeech_000414.pcm,KsponSpeech_label_000414.txt
KsponSpeech_000415.pcm,KsponSpeech_label_000415.txt
KsponSpeech_000416.pcm,KsponSpeech_label_000416.txt
KsponSpeech_000417.pcm,KsponSpeech_label_000417.txt
KsponSpeech_000418.pcm,KsponSpeech_label_000418.txt
KsponSpeech_000419.pcm,KsponSpeech_label_000419.txt
KsponSpeech_000420.pcm,KsponSpeech_label_000420.txt
KsponSpeech_000421.pcm,KsponSpeech_label_000421.txt
KsponSpeech_000422.pcm,KsponSpeech_label_000422.txt
KsponSpeech_000423.pcm,KsponSpeech_label_000423.txt
KsponSpeech_000424.pcm,KsponSpeech_label_000424.txt
KsponSpeech_000425.pcm,KsponSpeech_label_000425.txt
KsponSpeech_000426.pcm,KsponSpeech_label_000426.txt
KsponSpeech_000427.pcm,KsponSpeech_label_000427.txt
KsponSpeech_000428.pcm,KsponSpeech_label_000428.txt
KsponSpeech_000429.pcm,KsponSpeech_label_000429.txt
KsponSpeech_000430.pcm,KsponSpeech_label_000430.txt
KsponSpeech_000431.pcm,KsponSpeech_label_000431.txt
KsponSpeech_000432.pcm,KsponSpeech_label_000432.txt
KsponSpeech_000433.pcm,KsponSpeech_label_000433.txt
KsponSpeech_000434.pcm,KsponSpeech_label_000434.txt
KsponSpeech_000435.pcm,KsponSpeech_label_000435.txt
KsponSpeech_000436.pcm,KsponSpeech_label_000436.txt
KsponSpeech_000437.pcm,KsponSpeech_label_000437.txt
KsponSpeech_000438.pcm,KsponSpeech_label_000438.txt
KsponSpeech_000439.pcm,KsponSpeech_label_000439.txt
KsponSpeech_000440.pcm,KsponSpeech_label_000440.txt
KsponSpeech_000441.pcm,KsponSpeech_label_000441.txt
KsponSpeech_000442.pcm,KsponSpeech_label_000442.txt
KsponSpeech_000443.pcm,KsponSpeech_label_000443.txt
KsponSpeech_000444.pcm,KsponSpeech_label_000444.txt
KsponSpeech_000445.pcm,KsponSpeech_label_000445.txt
KsponSpeech_000446.pcm,KsponSpeech_label_000446.txt
KsponSpeech_000447.pcm,KsponSpeech_label_000447.txt
KsponSpeech_000448.pcm,KsponSpeech_label_000448.txt
KsponSpeech_000449.pcm,KsponSpeech_label_000449.txt
KsponSpeech_000450.pcm,KsponSpeech_label_000450.txt
KsponSpeech_000451.pcm,KsponSpeech_label_000451.txt
